condition,scenes,prompt_views,steps,seed,device,cpu_fallback,architecture_parameters,state_key_count,initial_total,final_total,objective_reduction,initial_requested_l1,final_requested_l1,requested_l1_reduction,initial_companion_l1,final_companion_l1,companion_l1_reduction,prompt_identity,prompt_swap,requested_source_error,companion_leakage,identity_margin_mse,cross_prompt_l1_difference,truth_cross_prompt_l1_difference,cross_prompt_l1_response_ratio,cross_prompt_flux_difference,truth_cross_prompt_flux_difference,cross_prompt_flux_response_ratio,cross_prompt_centroid_difference_pixels,truth_cross_prompt_centroid_difference_pixels,cross_prompt_centroid_response_ratio,cross_prompt_color_difference,truth_cross_prompt_color_difference,cross_prompt_color_response_ratio,cross_prompt_cosine_similarity,truth_cross_prompt_cosine_similarity,source_minimum,source_negative_fraction,source_nonfinite_fraction,residual_negative_fraction,residual_positive_fraction,conservation_error,conservation_tolerance,maximum_conservation_error,maximum_conservation_tolerance,head_update_norm,nonfinal_decoder_update_norm,hidden_gradient_seen,unchanged_micro_reconstruction_pass,identity_pass,physical_pass,runtime_seconds,micro_checkpoint,micro_checkpoint_sha256
difficult_one_scene,1,2,2000,2026071512,mps,False,1162662,63,9.415140151977539,0.052586738020181656,0.9944146622173079,0.18456600606441498,0.018573982641100883,0.8993640105393058,0.47515398263931274,0.018214121460914612,0.961666907725909,0.5,0.0,0.018573982641100883,0.46364209055900574,-1.1307420209050179e-05,0.002307998249307275,0.0045244283974170685,0.5101193189620972,7.373452663421631,7.753196716308594,0.9510209560394287,0.8713451623916626,1.2488733530044556,0.6977049708366394,0.3186166286468506,0.3228555917739868,0.9868704080581665,0.9589685201644897,0.8812685608863831,0.0,0.0,0.0,0.5199999809265137,0.47999998927116394,6.103515625e-05,0.042222001953125005,0.0008544921875,0.18798623046875002,0.7062111496925354,6.006260871887207,True,True,False,True,38.83211016654968,outputs/runs/thayer_family_e1p_v0_20260714_225228/micro_overfit/difficult_one_scene_final_state.pth,c6da5a03cd778ed927c653b4c27642411e34633ade90a001146de4a549efa341
mixed_eight_scene,8,16,3000,2026071513,mps,False,1162662,63,57.32988739013672,0.031075039878487587,0.9994579609119583,0.4873238503932953,0.013216625899076462,0.9728791728777281,0.5355799794197083,0.00778049323707819,0.9854727705738586,0.5625,0.125,0.013216625899076462,0.4189976751804352,0.04397452622652054,0.027164984494447708,0.028348427265882492,0.9582536816596985,31.172412872314453,31.245468139648438,0.9976618885993958,9.529706001281738,10.644043922424316,0.895308792591095,0.5404430627822876,0.5512240529060364,0.9804417490959167,0.5400053262710571,0.22544705867767334,0.0,0.0,0.0,0.5045022964477539,0.4954976737499237,0.000244140625,0.14820200195312502,0.0029296875,0.42576164062500005,0.6420641541481018,7.927220344543457,True,True,False,True,112.00181126594543,outputs/runs/thayer_family_e1p_v0_20260714_225228/micro_overfit/mixed_eight_scene_final_state.pth,4c548d6750bf31788e0f8f192cd1fe4ec5d75bd64db00d72e5d2024e7ac9960d
