method,eligible,exact_truth_stationary,deterministic,canonical_hash_stable,feasible_pair_fraction,interior_pair_fraction,ordinary_feasible_fraction,ambiguous_own_feasible_fraction,ambiguous_alternate_feasible_fraction,ambiguous_both_mode_feasible_fraction,median_correction_norm,mean_correction_norm,median_interior_slack,maximum_constraint_ratio,ordinary_forward_consistency,ambiguous_forward_consistency,set_prompt_swap,source_sum_mse_evaluation_only,strict_training_interior_pass,final_eligible,final_selection
P0_HOMOTOPY_INTERIOR,True,True,True,True,1.0,1.0,1.0,1.0,1.0,1.0,0.9463689530862768,0.7846143425760708,0.9990577894527507,0.005064972161088349,1.0,1.0,1.0,0.058721862733364105,True,True,True
