condition,scope,contract,ranking,target_coverage,accepted_count,total_count,realized_coverage,selective_risk,accepted_source_mse,catastrophic_failure_rate,hallucination_rate,source_confusion_rate,mean_flux_error,mean_color_error,mean_centroid_error,accepted_query_composition,rejected_query_composition
PhaseI_C,all,moderate,random,0.95,1900,2000,0.95,0.9963157894736843,1582911.1463973967,0.5136842105263157,0.015789473684210527,0.01368421052631579,9.650027995734112,0.6252789193418135,4.22418038168799,"{""AMBIGUOUS_SOURCE"": 383, ""NULL_SOURCE"": 382, ""PERTURBED_VALID"": 285, ""VALID_SOURCE"": 850}","{""AMBIGUOUS_SOURCE"": 17, ""NULL_SOURCE"": 18, ""PERTURBED_VALID"": 15, ""VALID_SOURCE"": 50}"
PhaseI_C,all,moderate,random,0.9,1800,2000,0.9,0.9961111111111111,1656985.1067022947,0.5177777777777778,0.014444444444444444,0.013333333333333334,9.83971618179907,0.6234457335621242,4.237829377571932,"{""AMBIGUOUS_SOURCE"": 359, ""NULL_SOURCE"": 356, ""PERTURBED_VALID"": 276, ""VALID_SOURCE"": 809}","{""AMBIGUOUS_SOURCE"": 41, ""NULL_SOURCE"": 44, ""PERTURBED_VALID"": 24, ""VALID_SOURCE"": 91}"
PhaseI_C,all,moderate,random,0.8,1600,2000,0.8,0.995625,1855763.8156006632,0.518125,0.015,0.01375,10.130843057885107,0.6243519999506871,4.251115679413113,"{""AMBIGUOUS_SOURCE"": 321, ""NULL_SOURCE"": 315, ""PERTURBED_VALID"": 244, ""VALID_SOURCE"": 720}","{""AMBIGUOUS_SOURCE"": 79, ""NULL_SOURCE"": 85, ""PERTURBED_VALID"": 56, ""VALID_SOURCE"": 180}"
PhaseI_C,all,moderate,random,0.7,1400,2000,0.7,0.9957142857142857,2036009.4771510086,0.5128571428571429,0.016428571428571428,0.012857142857142857,9.486982151977735,0.6185949522499254,4.266260748263252,"{""AMBIGUOUS_SOURCE"": 268, ""NULL_SOURCE"": 287, ""PERTURBED_VALID"": 214, ""VALID_SOURCE"": 631}","{""AMBIGUOUS_SOURCE"": 132, ""NULL_SOURCE"": 113, ""PERTURBED_VALID"": 86, ""VALID_SOURCE"": 269}"
PhaseI_C,all,moderate,random,0.5,1000,2000,0.5,0.997,2789025.2338036057,0.514,0.017,0.014,10.717880953968939,0.6131688504166695,4.209892778517583,"{""AMBIGUOUS_SOURCE"": 202, ""NULL_SOURCE"": 194, ""PERTURBED_VALID"": 158, ""VALID_SOURCE"": 446}","{""AMBIGUOUS_SOURCE"": 198, ""NULL_SOURCE"": 206, ""PERTURBED_VALID"": 142, ""VALID_SOURCE"": 454}"
PhaseI_C,all,permissive,model,1.0,2000,2000,1.0,0.9745,2679715.822452626,0.516,0.015,0.0145,9.755414032106522,0.6296919173286522,4.25077870528359,"{""AMBIGUOUS_SOURCE"": 400, ""NULL_SOURCE"": 400, ""PERTURBED_VALID"": 300, ""VALID_SOURCE"": 900}",{}
PhaseI_C,all,permissive,model,0.95,1900,2000,0.95,0.9742105263157895,2799945.0749773406,0.5194736842105263,0.015263157894736841,0.01368421052631579,9.9942756943492,0.6302864268183082,4.2826000706511484,"{""AMBIGUOUS_SOURCE"": 380, ""NULL_SOURCE"": 373, ""PERTURBED_VALID"": 291, ""VALID_SOURCE"": 856}","{""AMBIGUOUS_SOURCE"": 20, ""NULL_SOURCE"": 27, ""PERTURBED_VALID"": 9, ""VALID_SOURCE"": 44}"
PhaseI_C,all,permissive,model,0.9,1800,2000,0.9,0.9733333333333334,2946899.624681824,0.5166666666666667,0.01611111111111111,0.014444444444444444,9.54023991965871,0.6302044821430994,4.27436893265818,"{""AMBIGUOUS_SOURCE"": 364, ""NULL_SOURCE"": 354, ""PERTURBED_VALID"": 279, ""VALID_SOURCE"": 803}","{""AMBIGUOUS_SOURCE"": 36, ""NULL_SOURCE"": 46, ""PERTURBED_VALID"": 21, ""VALID_SOURCE"": 97}"
PhaseI_C,all,permissive,model,0.8,1600,2000,0.8,0.97375,1775638.684076134,0.515625,0.015625,0.013125,9.483127894642438,0.6330822363304452,4.243852683621173,"{""AMBIGUOUS_SOURCE"": 322, ""NULL_SOURCE"": 321, ""PERTURBED_VALID"": 248, ""VALID_SOURCE"": 709}","{""AMBIGUOUS_SOURCE"": 78, ""NULL_SOURCE"": 79, ""PERTURBED_VALID"": 52, ""VALID_SOURCE"": 191}"
PhaseI_C,all,permissive,model,0.7,1400,2000,0.7,0.975,318931.32219506544,0.5142857142857142,0.017857142857142856,0.013571428571428571,9.154935182050414,0.6369748655429425,4.293543232230622,"{""AMBIGUOUS_SOURCE"": 293, ""NULL_SOURCE"": 282, ""PERTURBED_VALID"": 220, ""VALID_SOURCE"": 605}","{""AMBIGUOUS_SOURCE"": 107, ""NULL_SOURCE"": 118, ""PERTURBED_VALID"": 80, ""VALID_SOURCE"": 295}"
PhaseI_C,all,permissive,model,0.5,1000,2000,0.5,0.971,345580.55894188705,0.533,0.018,0.012,10.182289042051442,0.6325489905074595,4.3565691498611185,"{""AMBIGUOUS_SOURCE"": 208, ""NULL_SOURCE"": 190, ""PERTURBED_VALID"": 163, ""VALID_SOURCE"": 439}","{""AMBIGUOUS_SOURCE"": 192, ""NULL_SOURCE"": 210, ""PERTURBED_VALID"": 137, ""VALID_SOURCE"": 461}"
PhaseI_C,all,permissive,oracle,1.0,2000,2000,1.0,0.9745,2679715.8224526267,0.516,0.015,0.0145,9.755414032106522,0.6296919173286522,4.25077870528359,"{""AMBIGUOUS_SOURCE"": 400, ""NULL_SOURCE"": 400, ""PERTURBED_VALID"": 300, ""VALID_SOURCE"": 900}",{}
PhaseI_C,all,permissive,oracle,0.95,1900,2000,0.95,0.9731578947368421,2799880.831460153,0.5189473684210526,0.015263157894736841,0.01368421052631579,9.988608784868758,0.6300711840361936,4.281385120449117,"{""AMBIGUOUS_SOURCE"": 380, ""NULL_SOURCE"": 373, ""PERTURBED_VALID"": 289, ""VALID_SOURCE"": 858}","{""AMBIGUOUS_SOURCE"": 20, ""NULL_SOURCE"": 27, ""PERTURBED_VALID"": 11, ""VALID_SOURCE"": 42}"
PhaseI_C,all,permissive,oracle,0.9,1800,2000,0.9,0.9716666666666667,2946907.5083304653,0.5155555555555555,0.01611111111111111,0.014444444444444444,9.525397714726195,0.6293345118521168,4.260711042070794,"{""AMBIGUOUS_SOURCE"": 364, ""NULL_SOURCE"": 353, ""PERTURBED_VALID"": 279, ""VALID_SOURCE"": 804}","{""AMBIGUOUS_SOURCE"": 36, ""NULL_SOURCE"": 47, ""PERTURBED_VALID"": 21, ""VALID_SOURCE"": 96}"
PhaseI_C,all,permissive,oracle,0.8,1600,2000,0.8,0.968125,1775844.1669490803,0.511875,0.015625,0.013125,9.461001585125784,0.6299043896535598,4.215702251315758,"{""AMBIGUOUS_SOURCE"": 322, ""NULL_SOURCE"": 318, ""PERTURBED_VALID"": 247, ""VALID_SOURCE"": 713}","{""AMBIGUOUS_SOURCE"": 78, ""NULL_SOURCE"": 82, ""PERTURBED_VALID"": 53, ""VALID_SOURCE"": 187}"
PhaseI_C,all,permissive,oracle,0.7,1400,2000,0.7,0.9635714285714285,318793.0185592142,0.5071428571428571,0.017857142857142856,0.013571428571428571,9.047999258406485,0.631937011807127,4.225376602940764,"{""AMBIGUOUS_SOURCE"": 290, ""NULL_SOURCE"": 282, ""PERTURBED_VALID"": 217, ""VALID_SOURCE"": 611}","{""AMBIGUOUS_SOURCE"": 110, ""NULL_SOURCE"": 118, ""PERTURBED_VALID"": 83, ""VALID_SOURCE"": 289}"
PhaseI_C,all,permissive,oracle,0.5,1000,2000,0.5,0.949,345004.7111120894,0.519,0.018,0.012,9.995932651145024,0.6214623225803224,4.212767008263492,"{""AMBIGUOUS_SOURCE"": 203, ""NULL_SOURCE"": 185, ""PERTURBED_VALID"": 160, ""VALID_SOURCE"": 452}","{""AMBIGUOUS_SOURCE"": 197, ""NULL_SOURCE"": 215, ""PERTURBED_VALID"": 140, ""VALID_SOURCE"": 448}"
PhaseI_C,all,permissive,random,1.0,2000,2000,1.0,0.9745,2679715.822452626,0.516,0.015,0.0145,9.755414032106522,0.629691917328652,4.25077870528359,"{""AMBIGUOUS_SOURCE"": 400, ""NULL_SOURCE"": 400, ""PERTURBED_VALID"": 300, ""VALID_SOURCE"": 900}",{}
PhaseI_C,all,permissive,random,0.95,1900,2000,0.95,0.9747368421052631,2801966.525489043,0.5147368421052632,0.014736842105263158,0.01368421052631579,9.681310860340586,0.6260413806744051,4.228805149426958,"{""AMBIGUOUS_SOURCE"": 375, ""NULL_SOURCE"": 384, ""PERTURBED_VALID"": 285, ""VALID_SOURCE"": 856}","{""AMBIGUOUS_SOURCE"": 25, ""NULL_SOURCE"": 16, ""PERTURBED_VALID"": 15, ""VALID_SOURCE"": 44}"
PhaseI_C,all,permissive,random,0.9,1800,2000,0.9,0.9733333333333334,2959575.2578756544,0.5133333333333333,0.015,0.014444444444444444,9.498963753865576,0.6257915419542767,4.272344868839104,"{""AMBIGUOUS_SOURCE"": 359, ""NULL_SOURCE"": 365, ""PERTURBED_VALID"": 271, ""VALID_SOURCE"": 805}","{""AMBIGUOUS_SOURCE"": 41, ""NULL_SOURCE"": 35, ""PERTURBED_VALID"": 29, ""VALID_SOURCE"": 95}"
PhaseI_C,all,permissive,random,0.8,1600,2000,0.8,0.976875,3311202.5269722207,0.521875,0.015,0.014375,10.005403821832353,0.626276829215276,4.312259276791255,"{""AMBIGUOUS_SOURCE"": 318, ""NULL_SOURCE"": 320, ""PERTURBED_VALID"": 240, ""VALID_SOURCE"": 722}","{""AMBIGUOUS_SOURCE"": 82, ""NULL_SOURCE"": 80, ""PERTURBED_VALID"": 60, ""VALID_SOURCE"": 178}"
PhaseI_C,all,permissive,random,0.7,1400,2000,0.7,0.9764285714285714,3681498.403346368,0.5378571428571428,0.015714285714285715,0.012857142857142857,10.47985593346433,0.6262049237658376,4.335116503560931,"{""AMBIGUOUS_SOURCE"": 267, ""NULL_SOURCE"": 272, ""PERTURBED_VALID"": 215, ""VALID_SOURCE"": 646}","{""AMBIGUOUS_SOURCE"": 133, ""NULL_SOURCE"": 128, ""PERTURBED_VALID"": 85, ""VALID_SOURCE"": 254}"
PhaseI_C,all,permissive,random,0.5,1000,2000,0.5,0.978,5005892.858903068,0.555,0.012,0.013,11.833914016635497,0.6275837078207348,4.378251438277045,"{""AMBIGUOUS_SOURCE"": 184, ""NULL_SOURCE"": 179, ""PERTURBED_VALID"": 167, ""VALID_SOURCE"": 470}","{""AMBIGUOUS_SOURCE"": 216, ""NULL_SOURCE"": 221, ""PERTURBED_VALID"": 133, ""VALID_SOURCE"": 430}"
PhaseI_C,valid_only,strict,model,1.0,1200,1200,1.0,0.9991666666666666,3560315.1629128195,0.805,0.0,0.024166666666666666,12.983271993658082,0.6296919173286522,4.25077870528359,"{""PERTURBED_VALID"": 300, ""VALID_SOURCE"": 900}",{}
PhaseI_C,valid_only,strict,model,0.95,1140,1200,0.95,0.9991228070175439,3720207.721253758,0.8061403508771929,0.0,0.02280701754385965,13.265729297462645,0.6308133744345764,4.287560201109215,"{""PERTURBED_VALID"": 288, ""VALID_SOURCE"": 852}","{""PERTURBED_VALID"": 12, ""VALID_SOURCE"": 48}"
PhaseI_C,valid_only,strict,model,0.9,1080,1200,0.9,0.9990740740740741,3904700.228949945,0.8027777777777778,0.0,0.024074074074074074,12.640687015210517,0.6300859933544957,4.2692857344552415,"{""PERTURBED_VALID"": 279, ""VALID_SOURCE"": 801}","{""PERTURBED_VALID"": 21, ""VALID_SOURCE"": 99}"
PhaseI_C,valid_only,strict,model,0.8,960,1200,0.8,0.9989583333333333,2348828.1550954813,0.80625,0.0,0.021875,12.616413444737198,0.6323397562827775,4.243584529659661,"{""PERTURBED_VALID"": 249, ""VALID_SOURCE"": 711}","{""PERTURBED_VALID"": 51, ""VALID_SOURCE"": 189}"
PhaseI_C,valid_only,strict,model,0.7,840,1200,0.7,0.9988095238095238,2650039.175543281,0.8083333333333333,0.0,0.023809523809523808,12.192210183577842,0.6372393789712741,4.269721628201306,"{""PERTURBED_VALID"": 223, ""VALID_SOURCE"": 617}","{""PERTURBED_VALID"": 77, ""VALID_SOURCE"": 283}"
PhaseI_C,valid_only,strict,model,0.5,600,1200,0.5,1.0,432731.15702293714,0.8133333333333334,0.0,0.02,13.379949861348292,0.633084327367676,4.35385477121291,"{""PERTURBED_VALID"": 163, ""VALID_SOURCE"": 437}","{""PERTURBED_VALID"": 137, ""VALID_SOURCE"": 463}"
PhaseI_C,valid_only,strict,oracle,1.0,1200,1200,1.0,0.9991666666666666,3560315.1629128195,0.805,0.0,0.024166666666666666,12.983271993658082,0.6296919173286522,4.25077870528359,"{""PERTURBED_VALID"": 300, ""VALID_SOURCE"": 900}",{}
PhaseI_C,valid_only,strict,oracle,0.95,1140,1200,0.95,0.9991228070175439,3720207.721253758,0.8061403508771929,0.0,0.02280701754385965,13.265729297462645,0.6308133744345764,4.287560201109214,"{""PERTURBED_VALID"": 288, ""VALID_SOURCE"": 852}","{""PERTURBED_VALID"": 12, ""VALID_SOURCE"": 48}"
